date,source,data_type,list_type,keyword,rank,title,price,rating,review_count,likes,comments,views,published_at,competition_count,product_url,image_url,hot_score,reason
2026-08-20,amazon_us,product,new_releases,New Releases Women Sandals,4,Project Cloud Platform Sandals Women Memory Foam Flip Flops (ELEVATION) | Durable and Lightweight Non-Slip Sole Summer Thong Sandals - Platform Flip Flops for Women Everyday Comfort Daily.,,4.0,$39.90,,,,,,https://www.amazon.com/Project-Cloud-Platform-Sandals-ELEVATION/dp/B0GV16QT16/ref=zg_bsnr_g_679425011_d_sccl_4/140-1549006-6725461?psc=1,"https://images-na.ssl-images-amazon.com/images/I/61E9Kh8oh9L._AC_UL600_SR600,400_.jpg",79,排名靠前；标题包含 cloud、platform、comfort、summer，符合美国女鞋舒适化趋势；platform + comfort组合趋势加分；评分达到4.0以上。
2026-08-20,amazon_us,product,search,women slides,11,"Joomra Pillow Slippers for Women and Men Thick Sole Ultra Cushion Slides | Cloud-Like Sole, Quick Drying Shower Shoes, Soft Open Toe Indoor Outdoor Sandals Joomra Pillow Slippers for Women and Men Thick Sole Ultra Cushion Slides | Cloud-Like Sole, Quick Drying Shower Shoes, Soft Open Toe Indoor Outdoor…",¥172.73,4.3,4.3,,,,,,https://sponsored-ads.amazon.com/clk/?_encoding=UTF8&p=eAFVUMtu00AUVaiAyioPZVGksAsii0iTjKf1KyhCfrU1Dk5qJ23TzWjsGTsWju3YA2lZZMGaJRJiw0-wZM-KJV_AN_ABSKQIcVZHOo97dYRw99e3Tz_uNO_p07OJ5TruBbRsv90Qu_sxy9MrnCENyfMiOPGLaz5z48G-5S5VaPiVYrouWozDF9fR_HztCwj2JKmnKj14eSswwl3dnp7YvhM0Hwl3Katf8aJs7s083zbHx55zaVutLw3hyY2Ca0aqaIFLVkVFRjjDaZ6lOcMhj5sCWZK3Rd6LimXrcR2CKCN1nUZgmwFbJyjF9m2W41nQleoQ8AVbMgqiIstYxNMiB28QuDkGIlLRGpQkzTmrQFTknOUcPTV83bOwOR6NbHPqjL0AO97I8Ww8cs5sbNmBOx1P2rLQgA9_fn__7vNXq3X_b-X2ifaDAwihhlSoQKiKUEY7s8Aa7JgTs-s2n1mGbpZHDlD0jbHaItE3xmk5Aa6j_4-NkWyM042h_yFJa89M7Ktj3U5er-YMfWwIHxoLzst60O-v1-vev4n6Sdkn6z7tG1CTpUOEPPN5SXFFcZktaDXknUVNcFThlA5hZ5XSoaioiqghUYWduhqKQAQSkSQZxRqIaUzBoQhFoMUaBVSRCdE0TT08QJ10SMq6QyoWD00eJy-P9JCf_wbiTrt2&v=c1&r=https%3A%2F%2Fwww.amazon.com%2Fgp%2Faw%2Fd%2FB0965422NC%3Fpd_rd_plhdr%3Dt%26hsa_cr_id%3D0%26qid%3D1787192180%26sr%3D1-1-5a5562f9-fdfd-4101-9f9d-d76aa9998432%26i%3Daps%26aref%3DCtfgMFAbtW&ref_=sbx__sbtcd2_asin_0_bkgd&pd_rd_w=SGfz7&content-id=amzn1.sym.90f77631-9599-4fe0-95f8-a40adfe1c762%3Aamzn1.sym.90f77631-9599-4fe0-95f8-a40adfe1c762&pf_rd_p=90f77631-9599-4fe0-95f8-a40adfe1c762&pf_rd_r=JC89M1PBP7GV3K0M7EW2&pd_rd_wg=QW7UC&pd_rd_r=aae84824-52a2-4a19-8ab6-8642a153b51e,"https://m.media-amazon.com/images/I/61th6D0MPLL._AC_SR322,134_CB1169409_QL70_.jpg",78,排名进入前30；价格处于人民币等值¥57.60-¥180.00黄金区间；标题包含 cloud、soft，符合美国女鞋舒适化趋势；cloud + slides组合趋势加分；评分达到4.3以上。
2026-08-20,amazon_us,product,best_sellers,Best Sellers Women Sandals,10,Project Cloud 100% Genuine Leather Womens Sandals Slides for Women (Venita) | Cork Footbed Sandals for Women with Memory Foam and Arch Support Vacation Essentials Slides Women Footwear Flat Sandals,,4.3,$36.90,,,,,,https://www.amazon.com/Project-Cloud-Comfortable-Essentials-Vacation/dp/B0CNYDF946/ref=zg_bs_g_679425011_d_sccl_10/140-5106160-0119935?psc=1,"https://images-na.ssl-images-amazon.com/images/I/61PPWwEkHDL._AC_UL600_SR600,400_.jpg",76,排名靠前；标题包含 cloud、arch support，符合美国女鞋舒适化趋势；cloud + slides组合趋势加分；评分达到4.3以上。
2026-08-20,amazon_us,product,best_sellers,Best Sellers Women Sandals,17,"shevalues Orthopedic Sandals for Women, Arch Support Recovery Flip Flops | Orthotic Pillow Soft Summer Beach Shoes, Comfortable for Plantar Fasciitis",,4.2,$16.17,,,,,,https://www.amazon.com/Orthotic-Pillow-Recovery-Sandals-Support/dp/B09LC836QG/ref=zg_bs_g_679425011_d_sccl_17/140-5106160-0119935?psc=1,"https://images-na.ssl-images-amazon.com/images/I/61o9ArJVVsL._AC_UL600_SR600,400_.jpg",74,排名进入前30；标题包含 recovery、orthopedic、comfort、arch support、soft、beach、summer，符合美国女鞋舒适化趋势；orthopedic + arch support组合趋势加分；评分达到4.0以上。
2026-08-20,amazon_us,product,best_sellers,Best Sellers Women Sandals,2,KuaiLu Flip Flops for Women with Arch Support Summer Beach Thong Sandals | Comfortable Yoga Mat Walking Shoes Cushion Slip On Casual Outfits Indoor Outdoor,,4.3,$11.99,,,,,,https://www.amazon.com/KuaiLu-Support-Comfortable-Walking-Sandals/dp/B0C5ZRQS2X/ref=zg_bs_g_679425011_d_sccl_2/140-5106160-0119935?psc=1,"https://images-na.ssl-images-amazon.com/images/I/710PdcSAm6L._AC_UL600_SR600,400_.jpg",70,排名靠前；标题包含 comfort、arch support、beach、summer，符合美国女鞋舒适化趋势；评分达到4.3以上。
2026-08-20,amazon_us,product,search,women summer slippers,7,"Cloth Slippers Linen Slippers - Breathable, Anti-Slip, Easy to Clean - Summer Silent Slippers for Women and Men",¥64.73,4.3,"Price, product page $8.99 $ 8 . 99",,,,,,https://www.amazon.com/VIDSID-Linen-Slippers-Breathable-Anti-Slip/dp/B0D4DNFVWP/ref=sr_1_4?dib=eyJ2IjoiMSJ9.3B_wBrVg1UMy5tWehIloEqcJ9-aVDJ_nzHv3-WRd7odSxafwsWO5jNLkp0FYReQMln4dHbeTkC_pD3jZlQ7Dzhp2Dol7hJDrYmWjKIkLVtV6rvxLHVod7O8uHYOiLVh0crqrvQhd0mzeeyaAoqKl0kca4SbpKetycDhAAxAxfaBIoppvhCyBH_-SsJnLcm5sAU_g0rUZ9sTb8nBaKSQlQnPvv5ixSlu5MxqH6g4136DT4rk9ePjkKvlJYvekO9kIZ4feqT1N6YAnfi5uIdw42Q7aR8M4cuyd1CkCpnwXhKo.OYlkP-VFoiw9hW7dqCp-PfeEF8OFiuRcMkV0f6P0Ss0&dib_tag=se&keywords=women+summer+slippers&qid=1787192180&sr=8-4,https://m.media-amazon.com/images/I/81CG5b2e3QL._AC_UL320_.jpg,70,排名靠前；价格处于人民币等值¥57.60-¥180.00黄金区间；标题包含 summer，符合美国女鞋舒适化趋势；评分达到4.3以上。
2026-08-20,amazon_us,product,search,women slides,42,"Womens Sandal Cork Footbed Slide, Arch Support Slides for Women with Adjustable Buckle, Comfortable Summer Beach Outdoor Sandals",¥122.33,4.4,600+ bought in past month,,,,,,https://www.amazon.com/AUGCY-Footbed-Support-Adjustable-Comfortable/dp/B0GFVJCPGW/ref=sr_1_38?dib=eyJ2IjoiMSJ9.wrqHnvIFpzxZDCy1gVq3f2HcNswV2RaHhxwkGjsTd_Vhliiq3fQcnbkBqMxIvWOlZA1rq9NI0Wuzk1A7H7SB8Jvmu5OnBwjDpWnHGiqyrh0pudhft_XY6Vep7QVIuDqDPw7j7Ey9yQSECE5DAxmSJVfMQcp8Jf0TSmy5p7DNywyNoQY_L1mGL5Odhtk8j49tadJNZytXCkgA46k8KW0gFB8Y-umW2Kc0sQYH-OaZmBSY1UtR2zlSCTgkYuQTMcmqATMiRgzwTnaDKp6ws-9d0cfGQw7k48_mF1f7rOZOVV4.WSf1mODW7ZXp6_YRcEptnHQcRWYa4imJbcJPYkZUJBI&dib_tag=se&keywords=women+slides&qid=1787192180&sr=8-38,https://m.media-amazon.com/images/I/71jk8h0qC0L._AC_UL320_.jpg,70,排名进入前50；评论数达到300以上；价格处于人民币等值¥57.60-¥180.00黄金区间；标题包含 comfort、arch support、beach、summer，符合美国女鞋舒适化趋势；评分达到4.3以上。
2026-08-20,amazon_us,product,best_sellers,Best Sellers Women Sandals,19,Project Cloud 100% Genuine Leather Womens Sandals Slides for Women (Lian) | Sandals Women Memory Foam Insole Cork Footbed Non Slip Sandals for Women Lightweight Beach Vacation Summer Essentials Comfort,,4.1,$24.90,,,,,,https://www.amazon.com/Project-Cloud-Genuine-Leather-Sandals/dp/B0FW71GCZ2/ref=zg_bs_g_679425011_d_sccl_19/140-5106160-0119935?psc=1,"https://images-na.ssl-images-amazon.com/images/I/81ljCfCOosL._AC_UL600_SR600,400_.jpg",69,排名进入前30；标题包含 cloud、comfort、beach、summer，符合美国女鞋舒适化趋势；cloud + slides组合趋势加分；评分达到4.0以上。
2026-08-20,amazon_us,product,best_sellers,Best Sellers Women Sandals,23,Project Cloud Platform Sandals for Women Strappy Wedges Plush Insole 2026 | Comfortable and Lightweight Fashion Wedge Sandals for Women - Non-Slip Sole with Adjustable Strap for Every Occasions,,4.2,$37.90,,,,,,https://www.amazon.com/Project-Cloud-Platform-Sandals-Footwear/dp/B0DR3KSN3X/ref=zg_bs_g_679425011_d_sccl_23/140-5106160-0119935?psc=1,"https://images-na.ssl-images-amazon.com/images/I/71lJvDGljyL._AC_UL600_SR600,400_.jpg",69,排名进入前30；标题包含 cloud、platform、comfort、wedge，符合美国女鞋舒适化趋势；platform + comfort组合趋势加分；评分达到4.0以上。
2026-08-20,amazon_us,product,best_sellers,Best Sellers Women Sandals,25,Project Cloud 100% Genuine Leather Sandals Women Comfortable Womens Slides | Slides for Women Beach Essential Lightweight Footwear with Memory Foam Insole Everyday Summer Sandals for Women,,4.0,$19.90,,,,,,https://www.amazon.com/Project-Cloud-Essentials-Footwear-Lightweight-2026-Womens/dp/B0FWFCG3WF/ref=zg_bs_g_679425011_d_sccl_25/140-5106160-0119935?psc=1,"https://images-na.ssl-images-amazon.com/images/I/813ApkmeC+L._AC_UL600_SR600,400_.jpg",69,排名进入前30；标题包含 cloud、comfort、beach、summer，符合美国女鞋舒适化趋势；cloud + slides组合趋势加分；评分达到4.0以上。
